OMIM ID	DISEASE TERMS
607090	
608042	
610301	
606131	
605875	
608205	
601572	
116952	
179710	
602202	"Congenital disorder of glycosylation, type Ir, 614507 (3)"
612830	
600423	"Hirschsprung disease, cardiac defects, and autonomic dysfunction, 613870 (3); {Hypertension, essential, susceptibility to}, 145500 (3)"
176946	"Cataract 6, multiple types, 116600 (3)"
601738	
163910	
142461	"Schwartz-Jampel syndrome, type 1, 255800 (3); Dyssegmental dysplasia, Silverman-Handmaker type, 224410 (3)"
607305	
604630	"Obesity, mild, early-onset, 601665 (3)"
180645	
603239	
603238	
601684	
601966	
605221	
600786	
189880	
600997	"Prostate cancer, progression and metastasis of, 603688 (3)"
601201	
156790	
600278	
604175	"Diamond-Blackfan anemia 7, 612562 (3)"
185470	"Paragangliomas 4, 115310 (3); Pheochromocytoma, 171300 (3); Paraganglioma and gastric stromal sarcoma, 606864 (3); Cowden syndrome 2, 612359 (3); Gastrointestinal stromal tumor, 606764 (3)"
107310	
151442	
600241	
165195	
171760	"Hypophosphatasia, infantile, 241500 (3); Hypophosphatasia, childhood, 241510 (3); Odontohypophosphatasia, 146300 (3); Hypophosphatasia, adult, 146300 (3)"
602587	
607413	
606811	"Hyperprolinemia, type II, 239510 (3)"
612367	"{Alkaline phosphatase, plasma level of, QTL 2} (2)"
610513	"Kufor-Rakeb syndrome, 606693 (3); ?Ceroid lipofuscinosis, neuronal, 12, 606693 (3)"
605462	"{Basal cell carcinoma, susceptibility to, 1} (2)"
606928	[Bone mineral density QTL 3] (2)
611501	"Cerebellar ataxia, nonprogressive, with mental retardation, 614756 (3)"
610771	
602726	
602024	"Bartter syndrome, type 4b, digenic, 613090 (3)"
602023	"Bartter syndrome, type 3, 607364 (3); Bartter syndrome, type 4b, digenic, 613090 (3)"
155600	"{Melanoma, cutaneous malignant, 1} (2)"
605051	
601365	
602784	
607872	Chromosome 1p36 deletion syndrome (4)
602533	"Parkinson disease 7, autosomal recessive early-onset, 606324 (3)"
600426	
601655	
607112	
138090	"Cortisone reductase deficiency 1, 604931 (3)"
605225	{Inflammatory bowel disease 7} (2)
605851	
601422	
604094	
608069	
611172	
612596	"{Multiple sclerosis, susceptibility to, 4} (2)"
610320	Myopia 14 (2)
607215	"Nephronophthisis 4, 606966 (3); Senior-Loken syndrome 4, 606996 (3)"
606162	
608309	"Parkinson disease 6, early onset, 605909 (3)"
611101	"Spinal muscular atrophy, distal, autosomal recessive, 4, 611067 (3); Charcot-Marie-Tooth disease, recessive intermediate C, 615376 (3)"
601196	
176982	
600210	
607317	"Spinocerebellar ataxia, autosomal recessive 4 (2)"
615242	"[Blood group, Vel system], 615264 (3)"
606225	
606226	
600315	"?Immunodeficiency 16, 615593 (3)"
153243	
602250	
601990	?Neuroblastoma (1)
180640	
603657	
612106	
611703	
606953	"Galactose epimerase deficiency, 230350 (3)"
601109	
605747	"Hypercholesterolemia, familial, autosomal recessive, 603813 (3)"
610363	
606210	"Muscular dystrophy, rigid spine, 1, 602771 (3); Myopathy, congenital, with fiber-type disproportion, 255310 (3)"
608995	"{Dyslexia, susceptibility to, 8} (2)"
601192	"Fleck retina, familial benign, 228980 (3)"
603407	
182891	
603024	"Mental retardation, autosomal dominant 14, 614607 (3)"
614981	
609121	
608398	
604409	
612384	
610785	
608726	
602454	
607767	
601940	
600773	
611001	
610624	
613931	
610562	
602392	
612871	
607204	
614549	
607797	
605860	
610162	"{Bardet-Biedl syndrome, modifier of}, 209900 (3)"
602135	
611906	
121012	
603324	"Erythrokeratodermia variabilis et progressiva, 133200 (3); Deafness, autosomal dominant 2B, 612644 (3); Deafness, autosomal recessive (3); Deafness, autosomal dominant, with peripheral neuropathy (3); Deafness, digenic, GJB2/GJB3, 220290 (3)"
605425	"Erythrokeratodermia variabilis with erythema gyratum repens, 133200 (3)"
604493	
610872	
610563	
602683	
132850	
147572	
115437	
172411	"{Colorectal cancer}, 114500 (3)"
602636	
601584	
179836	
603490	"SERKAL syndrome, 611812 (3); Mullerian aplasia and hyperandrogenism, 158330 (3)"
603623	"Charcot-Marie-Tooth disease, dominant intermediate C, 608323 (3)"
610640	
138971	"Neutrophilia, hereditary, 162830 (3)"
153390	SCID due to LCK deficiency (1)
173393	
142622	
611979	
606815	
606228	
607355	
607356	
139392	
607660	
614443	
615164	
614799	
609977	
611123	
609919	Gallbladder disease 3 (2)
611923	
609365	
609034	
613535	
164850	
608458	
609595	"Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal, 610644 (3); Palmoplantar hyperkeratosis and true hermaphroditism, 610644 (3)"
611889	
609437	
614428	
610955	
609440	
605434	
611750	
608353	
610525	
120252	"Corneal dystrophy, Fuchs endothelial, 1, 136800 (3); Corneal dystrophy polymorphous posterior, 2, 609140 (3)"
612968	"Cataract 34, multiple types (2)"
604933	"Adenomas, multiple colorectal, 608456 (3); Gastric cancer, somatic, 613659 (3); Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas, 132600 (3)"
602284	
610036	"Hypomagnesemia 5, renal, with ocular involvement, 248190 (3)"
611813	
614397	
615151	
608854	
610289	
606076	
602435	
602175	
138140	"GLUT1 deficiency syndrome 1, 606777 (3); GLUT1 deficiency syndrome 2, 612126 (3); {Epilepsy, idiopathic generalized, suscpetibility to, 12}, 614847 (3); Dystonia 9, 601042 (3)"
615463	"Epileptic encephalopathy, early infantile, 18, 615476 (3)"
614259	
612276	
603618	
603847	
606737	
123860	
606273	"Leukoencephalopathy with vanishing white matter, 603896 (3)"
603911	
611457	
601241	
610411	
609764	
604538	
612257	
609831	"Methylmalonic aciduria and homocystinuria, cblC type, 277400 (3)"
603185	
176763	
602913	
602479	
606095	
611600	
606494	"Mental retardation, autosomal recessive 12, 611090 (3); Epileptic encephalopathy, early infantile, 15, 615006 (3)"
611713	
613170	
613844	
609602	
178300	"Ptosis, hereditary congenital, 1 (2)"
600357	
103020	"Reticular dysgenesis, 267500 (3)"
120326	
603456	
131241	
168360	"Neuropathy, paraneoplastic sensory (1)"
609017	"[Blood group, Scianna system], 111750 (3); [Blood group, Radin], 111620 (3)"
602790	
612280	"Fucosidosis, 230000 (3)"
606649	
147264	
603537	"Deafness, autosomal dominant 2A, 600101 (3)"
601476	
610339	"Osteogenesis imperfecta, type VIII, 610915 (3)"
602600	"{Myocardial infarction, susceptibility to}, 608446 (3)"
602940	
159530	"Thrombocytopenia, congenital amegakaryocytic, 604498 (3); Thrombocythemia 2, 601977 (3); Myelofibrosis with myeloid metaplasia, somatic, 254450 (3)"
610033	
608267	
605199	
613521	"Porphyria cutanea tarda, 176100 (3); Porphyria, hepatoerythropoietic, 176100 (3)"
606713	van der Woude syndrome 2 (2)
154030	
606480	"Mandibuloacral dysplasia with type B lipodystrophy, 608612 (3); Restrictive dermopathy, lethal, 275210 (3)"
138243	
601271	
602603	
606822	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3, 253280 (3); Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 3, 613151 (3); Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3, 613157 (3)"
600222	
602211	
613545	Macrostomia (2)
124075	
126335	
601310	
615341	
614999	
602935	"{Drug addiction, susceptibility to}, 606581 (3)"
604460	
611455	
607178	
606724	
600172	
615394	
613857	Orofacial cleft 13 (2)
601019	
613947	
181590	"Microcephaly 7, primary, autosomal recessive, 612703 (3)"
614913	
607336	
614804	
612728	[Bone mineral density QTL 14] (2)
120260	"Epiphyseal dysplasia, multiple, 2, 600204 (3); {Intervertebral disc disease, susceptibility to}, 603932 (3); Stickler syndrome, type V, 614284 (3)"
606535	
103830	
604013	
147892	
610805	"Renal hypodysplasia, nonsyndromic, 1 (2)"
600742	
606418	"Desmosterolosis, 602398 (3)"
613606	Forsythe-Wakeling syndrome (2)
134651	
606803	
603717	
612470	
610378	
608661	
610115	
609448	
610569	
608241	"Psychomotor retardation, epilepsy, and craniofacial dysmorphism, 614501 (3)"
614805	
602651	
612036	
607820	
611843	
612176	
608375	"Parkinson disease 19, juvenile-onset, 615528 (3)"
603478	
120950	"C8 deficiency, type I, 613790 (3)"
120960	"C8 deficiency, type II, 613789 (3)"
612320	
603369	
600650	"Myopathy due to CPT II deficiency, 255110 (3); CPT deficiency, hepatic, type II, 600649 (3); CPT II deficiency, lethal neonatal, 608836 (3); {Encephalopathy, acute, infection-induced, 4, susceptibility to}, 614212 (3)"
600051	
601094	"Anterior segment mesenchymal dysgenesis, 107250 (3); Aphakia, congenital primary, 610256 (3)"
602489	
605344	
601902	"Meier-Gorlin syndrome 1, 224690 (3)"
606852	Parkinson disease 10 (2)
607786	"Hypercholesterolemia, familial, 3, 603776 (3); {Low density lipoprotein cholesterol level QTL 1}, 603776 (3)"
600722	"Ceroid lipofuscinosis, neuronal, 1, 256730 (3)"
609917	
603673	"Medulloblastoma, 155255 (3); Basal cell carcinoma, somatic, 605462 (3)"
179590	
603615	"{Breast cancer, invasive ductal}, 114480 (3); Lymphoma, non-Hodgkin, somatic, 605027 (3); Adenocarcinoma, colonic, somatic (3)"
180610	
184755	"Leukoencephalopathy with dystonia and motor neuropathy, 613724 (3)"
613548	{Stature QTL 23} (2)
137290	"Corneal dystrophy, gelatinous drop-like, 204870 (3)"
187040	"Leukemia-1, T-cell acute lymphocytic (3)"
604746	
191710	
603448	
613735	Chromosome 1p32-p31 deletion syndrome (4)
165160	
608271	
613121	"Cardiomyopathy, dilated, 1CC, 613122 (3); Cardiomyopathy, familial hypertrophic, 20, 613876 (3)"
602336	
179510	
612598	
610804	"Schneckenbecken dysplasia, 269250 (3)"
192225	
147485	
103030	
605193	
615405	
615406	
607562	"{Inflammatory bowel disease 17, protection against}, 612261 (3); {Psoriasis, protection against}, 605606 (3)"
603199	
605494	
147795	
614612	
612511	
164750	Omphalocele due to duplication of 1p31.3 (4)
609953	
611540	
607390	
610080	
606753	
611245	
611514	
601258	
600727	
612293	"Porokeratosis 5, disseminated superficial actinic (2)"
612002	
601642	
613008	"{Biliary cirrhosis, primary, 3} (2)"
176806	
615125	
607657	"Cystathioninuria, 219500 (3); Homocysteine, total plasma, elevated (3)"
603609	
603444	
604372	
613975	
610468	
604425	
607018	
614453	
613173	
605087	
176892	
600563	
602010	
610133	
610134	
613932	
615146	
606413	
605106	
609727	"Spastic paraplegia 29, autosomal dominant (2)"
607008	"Acyl-CoA dehydrogenase, medium chain, deficiency of, 201450 (3)"
608009	
601676	Acute insulin response (2)
611539	"{Autoimmune disease, susceptibility to, 1}, 607836 (3)"
604774	"Hypobetalipoproteinemia, familial, 2, 605019 (3)"
610906	"{Asthma-related traits, susceptibility to, 4} (2)"
606412	"Bartter syndrome, type 4a, 602522 (3); Sensorineural deafness with mild renal dysfunction, 602522 (3)"
602989	
248610	"Maple syrup urine disease, type II, 248600 (3)"
601007	"Obesity, morbid, due to leptin receptor deficiency, 614963 (3)"
613461	
602105	
606787	Peripheral arterial occlusive disease 1 (2)
600127	
171900	"Glycogen storage disease XIV, 612934 (3); Congenital disorder of glycosylation, type It, 614921 (3)"
602051	
600497	
179080	
180069	"Leber congenital amaurosis 2, 204100 (3); Retinitis pigmentosa 20, 613794 (3)"
606254	
603906	
604003	
604337	
123691	
606215	"{Atrioventricular septal defect, susceptibility to, 1} (2)"
604566	"Congenital disorder of glycosylation, type Ic, 603147 (3)"
610025	
602369	
608057	
603129	
607400	
610656	
600411	
600412	
600413	
612466	
611467	
612467	
612468	
612888	
612889	
612890	
602549	
614601	
614159	"Myopia 21, autosomal dominant, 614167 (3)"
601691	"Stargardt disease 1, 248200 (3); Retinitis pigmentosa 19, 601718 (3); Cone-rod dystrophy 3, 604116 (3); Macular degeneration, age-related, 2, 153800 (3); Fundus flavimaculatus, 248200 (3); Retinal dystrophy, early-onset severe, 248200 (3)"
610496	
602144	
611199	
601482	
614542	
608848	
601176	"{Myocardial infarction, susceptibility to}, 608446 (3)"
609882	
611476	
603634	"Diamond-Blackfan anemia 6, 612561 (3)"
604347	
608653	"Deafness, autosomal recessive 32 (2)"
603517	"Lymphoma, MALT, somatic, 137245 (3); {Lymphoma, follicular, somatic}, 613024 (3); {Male germ cell tumor, somatic}, 273300, (3); {Sezary syndrome, somatic}, (3); {Mesothelioma, somatic}, 156240 (3)"
603311	
608035	"{Melanoma, cutaneous malignant, 4} (2)"
600873	
191510	
604743	
612779	"Dihydropyrimidine dehydrogenase deficiency, 274270 (3); 5-fluorouracil toxicity, 274270 (3)"
602942	
600871	"Neutropenia, severe congenital 2, autosomal dominant, 613107 (3); Neutropenia, nonimmune chronic idiopathic, of adults, 607847 (3)"
600874	
604844	
611381	"{Kala-azar, susceptibility to, 2} (2)"
607399	
614304	
609318	
191540	[Urate oxidase deficiency] (1)
170995	
602374	
134390	
601749	"Glomuvenous malformations, 138000 (3)"
189963	
612866	
607813	
614904	
606080	
609913	Retinitis pigmentosa 32 (2)
611075	
611578	
611286	
609321	
611149	
611107	"Mental retardation, autosomal recessive, 4 (2)"
606168	
612841	"Hypotrichosis, hereditary, Marie Unna type, 2 (2)"
610860	"Glycogen storage disease IIIa, 232400 (3); Glycogen storage disease IIIb, 232400 (3)"
104700	
104701	
104702	
104650	
104660	
120280	"Stickler syndrome, type II, 604841 (3); Marshall syndrome, 154780 (3); {Lumbar disc herniation, susceptibility to}, 603932 (3); Fibrochondrogenesis, 228520 (3)"
604265	
603504	
614712	
176265	
606233	
608449	
601974	
605632	"?Arthrogryposis, mental retardation, and seizures, 615553 (3)"
609822	{Stature QTL 7} (2)
605783	
151525	
176263	
600193	"Waardenburg syndrome, type 2B (2)"
600445	
606014	"Frontonasal dysplasia 1, 136760 (3)"
102770	"Myopathy due to myoadenylate deaminase deficiency, 615511 (3)"
120420	
102771	
612178	
601526	
118943	
615111	
614989	
606916	
138350	
138380	
138390	
138333	
611298	
138385	
613360	
611189	
608818	
608274	
179520	
610299	
602458	"[Low density lipoprotein cholesterol level QTL6], 613589 (3)"
611127	
605541	
605411	"Spinocerebellar ataxia 19, 607346 (3)"
609683	
604733	
114251	"Ventricular tachycardia, catecholaminergic polymorphic, 2, 611938 (3)"
607245	"Spastic paraplegia 47, autosomal recessive, 614066 (3)"
614234	
601580	
615100	
608521	
610742	
164790	"Autoimmune lymphoproliferative syndrome type IV, 614470 (3); Noonan syndrome 6, 613224 (3); Epidermal nevus, somatic, 162900 (3); Thyroid carcinoma, follicular, somatic, 188470 (3); Colorectal cancer, somatic, 114500 (3)"
603578	
609957	
165380	
611656	
607718	
613133	
611734	
600682	"Erythrocyte lactate transporter defect, 245340 (3); Hyperinsulinemic hypoglycemia, familial, 7, 610021 (3)"
186990	
609245	"Chudley-McCullough syndrome, 604213 (3)"
109715	
613890	"3-beta-hydroxysteroid dehydrogenase, type II, deficiency, 201810 (3)"
602420	
610088	
162030	"Neuropathy, hereditary sensory and autonomic, type V, 608654 (3)"
613126	
608275	
604718	
608162	
609853	
609846	
601204	
153420	
139370	"Auriculocondylar syndrome 1, 602483 (3)"
139340	"Achromatopsia-4, 613856 (3)"
605176	
603491	
608869	"Urofacial syndrome 2, 615112 (3)"
604345	
176844	
604950	
600716	"{Diabetes, type 1, susceptibility to}, 222100 (3); {Rheumatoid arthritis, susceptibility to}, 180300 (3); {Systemic lupus erythematosus susceptibility to}, 152700 (3)"
606077	"Megakaryoblastic leukemia, acute (2)"
607529	
602162	
604127	"Cousin syndrome, 260660 (3)"
605769	"Thyroid carcinoma, papillary, 188550 (3)"
188540	"Hypothryoidism, congenital, nongoitrous 4, 275100 (3)"
610132	"Caudal regression syndrome, 600145 (3); Neural tube defects, 182940 (3)"
193000	Vesicoureteral reflux (2)
601968	
600234	"HMG-CoA synthase-2 deficiency, 605911 (3)"
604737	
604779	
182310	
600275	"Alagille syndrome 2, 610205 (3); Hajdu-Cheney syndrome, 102500 (3)"
607622	
613952	
601502	
615354	
613994	
613995	
613996	
613997	
614704	
602411	
162361	
614711	
606190	"Meningioma, radiation-induced (2)"
606788	"{Anorexia nervosa, susceptibility to, 1} (2)"
601042	"Choreoathetosis/spasticity, episodic (2)"
605606	{Psoriasis susceptibility 7} (2)
103060	
140555	
140556	
151628	
600104	
606879	"Phosphoglycerate dehydrogenase deficiency, 601815 (3)"
605313	"Thrombocytopenia-absent radius syndrome, 274000 (3)"
605834	
605951	"Congenital disorder of glycosylation, type Io, 612937 (3)"
612875	
123886	
189890	
125597	
600663	
605549	Cone-rod dystrophy 8 (2)
191311	"Spondylometaepiphyseal dysplasia, short limb-hand type, 271665 (3)"
611152	{Alzheimer disease-13} (2)
610113	"Ectopia lentis, isolated, autosomal recessive, 225100 (3); Ectopia lentis et pupillae, 225200 (3)"
603319	
126110	"Leukemia, acute myeloblastic (3)"
602597	
604832	
114250	
612678	
613039	
118507	"Epilepsy, nocturnal frontal lobe, 3, 605375 (3)"
606388	
601105	"Pycnodysostosis, 265800 (3)"
116845	
602074	
602201	"Urbach-Wiethe disease, 247100 (3)"
601503	
135940	"Ichthyosis vulgaris, 146700 (3); {Dermatitis, atopic, susceptibility to, 2}, 605803 (3)"
606463	"Gaucher disease, type I, 230800(3); Gaucher disease, type II, 230900 (3); Gaucher disease, type III, 231000 (3); Gaucher disease, type IIIC, 231005 (3); Gaucher disease, perinatal lethal, 608013 (3); {Parkinson disease, late-onset, susceptibility to}, 168600 (3); {Lewy body dementia, susceptibility to}, 127750 (3)"
600986	
600339	
142720	
615014	
142780	
142750	
608374	"Hemochromatosis, type 2A, 602390 (3)"
605876	
605877	
147360	
604671	
613260	
612603	
612604	
612605	
612606	
612607	
612608	
612609	
612610	
612611	
612612	
612613	
612614	
612615	
612616	
612617	
612618	
612619	
611042	
152445	"Vohwinkel syndrome with ichthyosis, 604117 (3)"
159552	
604684	"Leukemia, acute myelomonocytic (3)"
611824	
611984	
600605	
158340	"Medullary cystic kidney disease 1, 174000 (3)"
603831	
608197	
608198	
605987	
609712	"Pyruvate kinase deficiency, 266200 (3); Adenosine triphosphate, elevated, of erythrocytes, 102900 (3)"
179755	"Renal cell carcinoma, papillary, 605074 (3)"
602177	
603935	{Psoriasis susceptibility 4} (2)
605642	"Thyroid carcinoma, papillary, with papillary renal neoplasia (2)"
161900	Nephropathy-hypertension (2)
602943	
603702	
176940	
613259	
176993	
176992	
114210	
176991	
114110	
600353	
123885	
114085	
603114	
603112	
601989	
607986	
606913	
602413	"Paragangliomas 3, 605373 (3); Paraganglioma and gastric stromal sarcoma, 606864 (3); Gastrointestinal stromal tumor, 606764 (3)"
604396	
604514	
600560	
606620	
604740	
601148	
182860	"Elliptocytosis-2, 130600 (3); Pyropoikilocytosis, 266140 (3); Spherocytosis, type 3, 270970 (3)"
188062	
600087	
606599	
605440	
600607	
607560	
608781	{Asperger syndrome susceptibility 3} (2)
604835	
191164	
601381	
601380	
611836	
604618	
108960	
191315	"Insensitivity to pain, congenital, with anhidrosis, 256800 (3); Medullary thyroid carcinoma, familial, 155240 (3)"
604188	
182265	
182266	
182267	
182268	
182269	
182271	
191750	
610035	"Neutropenia, severe congenital, 5, autosomal recessive, 615285 (3)"
603876	
104770	"{?Amyloidosis, secondary, susceptibility to} (1)"
107670	"Apolipoprotein A-II deficiency (3); {Hypercholesterolemia, familial, modification of}, 143890 (3)"
182340	"Migraine, familial hemiplegic, 2, 602481 (3); Alternating hemiplegia of childhood, 104290 (3); Migraine, familial basilar, 602481 (3)"
605833	[Bone mineral density QTL 2] (2)
188370	
188360	
188340	
188410	
188411	
602592	
123260	
601412	"Deafness, autosomal dominant 7 (2)"
608372	"Deafness, autosomal dominant 49 (2)"
614013	
164873	
146790	"{Lupus nephritis, susceptibility to} (3); {Malaria, severe, susceptibility to}, 611162 (3); {Pseudomonas aeruginosa, susceptibility to chronic infection by, in cystic fibrosis}, 219700 (3)"
600932	
601831	
602797	
147671	
612677	
613145	"{Systemic lupus erythematosus, susceptibility to, 14} (2)"
600867	
600533	
604634	
607321	
608609	
612474	Chromosome 1q21.1 deletion syndrome (4)
612475	Chromosome 1q21.1 duplication syndrome (4)
603957	
600897	"Cataract 1, multiple types, 116200 (3)"
612821	
612806	
610813	
604042	
613017	"{Neuroblastoma, susceptibility to, 6} (2)"
614000	
614001	
608607	
613998	
613999	
614003	
610414	
614005	
614006	
614007	
612970	
603434	
603867	"Peroxisome biogenesis disorder 14B, 614920 (3)"
608117	
608608	
614703	
614705	
614747	"[Uric acid concentration, serum, QTL6] (2)"
602758	
601863	"Bare lymphocyte syndrome, type II, complementation group C, 209920 (3); Bare lymphocyte syndrome, type II, complementation group E, 209920 (3)"
613181	
603061	
121013	"Atrial fibrillation, familial, 11, 614049 (3); Atrial standstill, digenic, 108770 (3)"
612208	
607301	"Retinitis pigmentosa 18, 601414 (3)"
150330	"Emery-Dreifuss muscular dystrophy 2, AD, 181350 (3); Cardiomyopathy, dilated, 1A, 115200 (3); Lipodystrophy, familial partial, 2, 151660 (3); Emery-Dreifuss muscular dystrophy 3, AR, 181350 (3); Charcot-Marie-Tooth disease, type 2B1, 605588 (3); Muscular dystrophy, congenital, 613205 (3); Muscular dystrophy, limb-girdle, type 1B, 159001 (3); Mandibuloacral dysplasia, 248370 (3); Hutchinson-Gilford progeria, 176670 (3); Restrictive dermopathy, lethal, 275210 (3); Heart-hand syndrome, Slovenian type, 610140 (3); Malouf syndrome, 212112 (3)"
605138	
611748	
605593	"Acrofacial dysostosis 1, Nager type, 154400 (3)"
610962	
185860	
612805	
610568	
605721	
146760	"[IgG receptor I, phagocytic, familial deficiency of] (3)"
604029	
612112	
606508	
606510	
609743	
606509	
605548	
146920	"Dyschromatosis symmetrica hereditaria, 127400 (3); Aicardi-Goutieres syndrome 6, 615010 (3)"
605867	
611275	
606920	
614206	
116900	
180231	
607138	
608972	
610595	
605998	"Neutropenia, severe congenital 3, autosomal recessive, 610738 (3)"
609824	
139450	"Hair, curly (2)"
147880	"[Interleukin-6 receptor, soluble, serum level of, QTL], 614689 (3); [Interleukin 6, serum level of, QTL], 614752 (3)"
602983	
609794	
614787	
606903	
602672	
607079	
614695	
601648	
608095	
604193	
611541	
190370	
109530	
609873	
609874	
600684	
609611	
607999	
147586	
604578	
605554	"{Rheumatoid arthritis, susceptibility to}, 180300 (3)"
604590	"{Systemic lupus erythematosus, susceptibility to}, 152700 (3); {Malaria, resistance to}, 611162 (3)"
610393	
609973	
607377	
610389	"Immunodeficiency due to defect in MAPBP-interacting protein, 610798 (3)"
611007	
611186	
159553	
159440	"Charcot-Marie-Tooth disease, type 1B, 118200 (3); Dejerine-Sottas disease, 145900 (3); Neuropathy, congenital hypomyelinating, 605253 (3); Charcot-Marie-Tooth disease, type 2J, 607736 (3); Roussy-Levy syndrome, 180800 (3); Charcot-Marie-Tooth disease, type 2I, 607677 (3); Charcot-Marie-Tooth disease, dominant intermediate D, 607791 (3)"
162360	
614579	
600923	"Porphyria variegata, 176200 (3)"
600279	"Peroxisome biogenesis disorder 12A (Zellweger), 614886 (3)"
612942	
609591	"Noonan syndrome 8, 615355 (3)"
607292	"Retinitis pigmentosa 35, 610282 (3); Cone-rod dystrophy 10, 610283 (3)"
608510	
610824	
613683	
607007	
604729	
602733	
605537	
186780	"Immunodeficiency due to defect in CD3-zeta, 610163 (3)"
609738	
600298	
605254	"Acne inversa, familial, 1, 142690 (3)"
164175	
180247	
603492	
191030	"Nemaline myopathy 1, autosomal dominant or recessive, 609284 (3); CAP myopathy 1, 609284 (3); Myopathy congenital, with fiber-type disproportion, 255310 (3)"
